<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
01.09.2020,18:38:00,109930,115231,108025,113031,28
01.09.2020,18:39:00,110856,115256,107925,108389,35
01.09.2020,18:40:00,111280,115156,107903,109933,3
01.09.2020,18:41:00,113834,115253,108304,110400,23
01.09.2020,18:42:00,110606,115242,108211,115175,32
01.09.2020,18:43:00,115273,115273,107931,113692,98
01.09.2020,18:44:00,111310,115288,107938,111340,62
01.09.2020,18:45:00,112460,115210,108079,112724,43
01.09.2020,18:46:00,108800,114739,108168,113768,6
01.09.2020,18:47:00,114788,115042,108120,109289,72
01.09.2020,18:48:00,112022,115199,107954,109293,2
01.09.2020,18:49:00,108895,115234,108023,108193,32
01.09.2020,18:50:00,108966,115295,108081,112655,75
01.09.2020,18:51:00,111232,115201,107918,109940,63
01.09.2020,18:52:00,108907,115233,108014,111311,30
01.09.2020,18:53:00,114704,115147,107952,113340,30
01.09.2020,18:54:00,113717,115260,107903,110614,23
01.09.2020,18:55:00,113578,115296,107994,109775,64
01.09.2020,18:56:00,108678,115208,108100,113125,61
01.09.2020,18:57:00,113596,115220,108093,113140,58
01.09.2020,18:58:00,109074,115280,108099,110012,47
01.09.2020,18:59:00,111547,115292,107932,107932,93
01.09.2020,19:00:00,111892,115288,107959,111619,6
01.09.2020,19:01:00,113933,115183,108538,112497,24
01.09.2020,19:02:00,111576,115252,108036,112761,43
01.09.2020,19:03:00,113059,115187,107914,111069,40
01.09.2020,19:04:00,110272,115227,108041,114227,87
01.09.2020,19:05:00,115276,115276,108039,108388,83
01.09.2020,19:06:00,114015,115145,107931,112573,47
01.09.2020,19:07:00,111139,115259,108058,113768,81
01.09.2020,19:08:00,113524,115277,107997,110234,30
01.09.2020,19:09:00,114371,115297,108275,115060,9
01.09.2020,19:10:00,109459,115128,107964,112267,50
01.09.2020,19:11:00,112539,115114,107922,113761,11
01.09.2020,19:12:00,110571,115281,108024,108071,96
01.09.2020,19:13:00,113130,115134,107916,112274,60
01.09.2020,19:15:00,114499,115120,107933,114227,57
01.09.2020,19:16:00,114254,115222,108046,114203,44
01.09.2020,19:17:00,113432,114940,108046,113886,64
01.09.2020,19:18:00,109876,115281,107982,111895,36
01.09.2020,19:19:00,108456,115172,107951,108163,17
01.09.2020,19:20:00,113453,115119,108027,109877,35
01.09.2020,19:21:00,114771,115261,108103,112681,32
01.09.2020,19:22:00,113929,115276,108138,115127,42
01.09.2020,19:23:00,110142,115275,107943,108937,87
01.09.2020,19:24:00,109216,115148,107952,112793,54
01.09.2020,19:25:00,111864,114860,108648,113844,11
01.09.2020,19:26:00,112286,115196,107960,108523,94
01.09.2020,19:27:00,111162,115220,108418,110459,79
01.09.2020,19:28:00,111867,115076,107970,112854,47
01.09.2020,19:29:00,112490,114834,108390,111709,68
01.09.2020,19:30:00,111639,115211,108146,108285,52
01.09.2020,19:31:00,110836,115269,108083,111840,40
01.09.2020,19:32:00,115197,115282,107914,113171,7
01.09.2020,19:33:00,113704,115285,107913,109370,6
01.09.2020,19:34:00,114723,115164,107942,113464,9
01.09.2020,19:35:00,109320,115197,107939,113075,29
01.09.2020,19:36:00,111860,115246,108085,111470,71
01.09.2020,19:37:00,115019,115225,108268,112982,7
01.09.2020,19:38:00,113372,114884,108110,113960,35
01.09.2020,19:39:00,110720,115146,107992,112768,47
01.09.2020,19:40:00,111555,115288,108031,114874,5
01.09.2020,19:41:00,114214,115259,107930,114396,84
01.09.2020,19:42:00,112537,115142,107988,114684,12
01.09.2020,19:43:00,110101,115110,108042,114907,14
01.09.2020,19:44:00,112310,115044,107939,114620,18
01.09.2020,19:45:00,108199,115081,107976,108056,74
01.09.2020,19:46:00,109765,115162,108156,114879,52
01.09.2020,19:47:00,108729,114995,107997,109572,51
01.09.2020,19:48:00,114463,115186,107917,109649,36
01.09.2020,19:49:00,109056,115035,107988,112676,44
01.09.2020,19:50:00,108724,115298,107967,112346,42
01.09.2020,19:51:00,112335,115234,107946,112575,73
01.09.2020,19:52:00,111514,115226,107902,112441,41
01.09.2020,19:53:00,109837,115048,108275,109543,89
01.09.2020,19:54:00,110750,115218,108044,109820,19
01.09.2020,19:55:00,108244,115230,107946,109996,73
01.09.2020,19:56:00,108137,115101,108000,115092,28
01.09.2020,19:57:00,114470,115157,108030,110474,78
01.09.2020,19:58:00,110800,115160,108038,109763,74
01.09.2020,19:59:00,115243,115243,108102,115154,92
01.09.2020,20:00:00,113352,115292,107923,113444,8
02.09.2020,10:00:00,114559,115293,107966,111483,32
02.09.2020,10:01:00,112958,114945,107964,109748,39
02.09.2020,10:02:00,111272,115258,107902,113627,44
02.09.2020,10:03:00,112608,115279,108072,113800,69
02.09.2020,10:04:00,113836,115117,108310,113971,17
02.09.2020,10:05:00,108962,115262,107937,108827,55
02.09.2020,10:06:00,109543,115115,107953,112949,12
02.09.2020,10:07:00,114189,115244,107956,112398,48
02.09.2020,10:08:00,113343,114948,107924,110757,60
02.09.2020,10:09:00,108170,114956,107996,112882,57
02.09.2020,10:10:00,114053,115170,107926,114620,66
02.09.2020,10:11:00,110128,115247,108247,114480,46
02.09.2020,10:12:00,112069,115252,107958,109897,80
02.09.2020,10:13:00,108280,114927,108118,113823,39
02.09.2020,10:14:00,111071,114958,108003,114080,33
02.09.2020,10:15:00,112102,115163,107902,109023,11
02.09.2020,10:16:00,110515,115226,108014,108599,39
02.09.2020,10:17:00,109187,115093,107914,114501,76
02.09.2020,10:18:00,108263,115129,107972,111195,42
02.09.2020,10:19:00,114164,115095,108123,112678,43
02.09.2020,10:20:00,114459,115246,107949,109523,44
02.09.2020,10:21:00,109563,115293,107921,108658,91
02.09.2020,10:22:00,108077,115099,107913,111179,24
02.09.2020,10:23:00,111813,115206,108195,111216,10
02.09.2020,10:24:00,113877,115200,107981,115189,55
02.09.2020,10:25:00,108926,115244,107937,109497,80
02.09.2020,10:26:00,113376,115170,107903,109251,95
02.09.2020,10:28:00,111255,115229,107965,113380,92
02.09.2020,10:29:00,110740,115271,107939,113050,8
02.09.2020,10:30:00,110681,115130,107902,113908,56
02.09.2020,10:31:00,115147,115255,108549,114584,44
02.09.2020,10:32:00,112002,115299,107973,107973,89
02.09.2020,10:33:00,109185,115170,108129,114263,69
02.09.2020,10:34:00,114261,115285,107976,108169,34
02.09.2020,10:35:00,109931,115255,108112,108414,70
02.09.2020,10:36:00,114137,115133,108090,112769,1
02.09.2020,10:37:00,112880,115254,108182,111371,66
02.09.2020,10:38:00,109862,115227,108211,112723,24
02.09.2020,10:39:00,109585,115273,108070,109843,83
02.09.2020,10:40:00,112416,115163,107966,113700,96
02.09.2020,10:41:00,110122,115228,107911,111775,79
02.09.2020,10:42:00,111871,115207,108009,112164,41
02.09.2020,10:44:00,112936,114857,107947,113104,11
02.09.2020,10:45:00,113037,115281,107964,113642,2
02.09.2020,10:46:00,111623,115085,107949,111339,16
02.09.2020,10:47:00,108137,115223,107900,108325,91
02.09.2020,10:48:00,113554,115263,107914,112244,48
02.09.2020,10:49:00,108133,114978,108000,111398,42
02.09.2020,10:50:00,109120,115220,108039,109368,74
02.09.2020,10:51:00,110037,115276,107915,108223,83
02.09.2020,10:52:00,111345,115213,108074,111491,57
02.09.2020,10:53:00,108510,114908,108108,111454,93
02.09.2020,10:54:00,110818,115049,108338,111677,92
02.09.2020,10:55:00,111146,115255,108094,114282,48
02.09.2020,10:56:00,114249,115177,108035,115177,65
02.09.2020,10:57:00,113609,115162,107942,108182,40
02.09.2020,10:58:00,112257,115273,107978,112539,75
02.09.2020,10:59:00,110266,115294,108033,109906,20
02.09.2020,11:00:00,108467,115288,107926,113149,25
02.09.2020,11:01:00,114216,115266,108188,112168,47
02.09.2020,11:02:00,111780,115257,107994,114760,4
02.09.2020,11:03:00,112130,115270,107903,111287,28
02.09.2020,11:04:00,108773,115255,107954,108091,56
02.09.2020,11:05:00,112173,115295,107905,115226,71
02.09.2020,11:06:00,110757,115235,108007,108860,37
02.09.2020,11:07:00,111428,115111,107986,108859,79
02.09.2020,11:08:00,109400,115214,108027,111222,26
02.09.2020,11:09:00,108195,115263,107953,109542,86
02.09.2020,11:10:00,115248,115274,108122,111599,80
02.09.2020,11:11:00,109285,115273,108012,111999,2
02.09.2020,11:12:00,108159,115228,108007,113980,84
02.09.2020,11:13:00,110505,115299,108023,114035,41
02.09.2020,11:14:00,108927,115281,108075,115155,82
02.09.2020,11:15:00,107915,115096,107915,112353,60
02.09.2020,11:16:00,114102,115136,108035,115076,79
02.09.2020,11:17:00,109640,115285,107940,111302,32
02.09.2020,11:18:00,108019,115260,107916,108362,9
02.09.2020,11:19:00,111045,115193,108133,109583,63
02.09.2020,11:20:00,109381,115185,108150,109878,59
02.09.2020,11:21:00,114409,115102,107958,110435,20
02.09.2020,11:22:00,111735,115020,107942,114909,10
02.09.2020,11:23:00,110061,115257,107907,114159,72
02.09.2020,11:24:00,114331,115245,108144,113350,29
02.09.2020,11:25:00,113976,114878,108023,111013,34
02.09.2020,11:26:00,110335,115178,107975,111655,2
02.09.2020,11:27:00,113789,115218,107965,108180,17
02.09.2020,11:28:00,109346,115144,107958,112749,76
02.09.2020,11:29:00,108123,115264,108000,112620,30
02.09.2020,11:30:00,111105,115298,108086,112004,98
02.09.2020,11:31:00,111340,115280,107903,113141,2
02.09.2020,11:32:00,115190,115216,107945,110129,36
02.09.2020,11:33:00,108116,115252,108032,112446,16
02.09.2020,11:34:00,110681,115236,108040,113753,78
02.09.2020,11:35:00,112120,115036,107952,114759,78
02.09.2020,11:36:00,113670,115248,107930,114166,88
02.09.2020,11:37:00,112057,115256,108072,112983,86
02.09.2020,11:38:00,111237,115286,107918,114104,35
02.09.2020,11:39:00,111165,115057,107988,108244,88
02.09.2020,11:40:00,113001,115212,108046,115212,76
02.09.2020,11:41:00,113859,115243,107921,108808,81
02.09.2020,11:42:00,109811,115296,108017,109746,28
02.09.2020,11:43:00,113128,115203,108015,110276,65
02.09.2020,11:44:00,113282,115256,108048,113804,68
02.09.2020,11:45:00,109696,115058,107948,112835,50
02.09.2020,11:46:00,110404,115242,108007,109799,36
02.09.2020,11:47:00,113870,115061,107927,109840,69
02.09.2020,11:48:00,111785,115214,107922,110769,42
02.09.2020,11:49:00,109578,115279,107962,113678,40
02.09.2020,11:50:00,107921,115096,107921,113208,55
02.09.2020,11:51:00,113424,115084,107901,114787,20
02.09.2020,11:52:00,115270,115270,107930,111802,53
02.09.2020,11:53:00,111665,115289,107902,113871,36
02.09.2020,11:54:00,112337,114985,108496,109776,61
02.09.2020,11:55:00,111723,114975,107940,109031,98
02.09.2020,11:56:00,111148,114815,107959,111361,91
02.09.2020,11:57:00,114421,115189,107929,110499,91
02.09.2020,11:58:00,114599,115241,107953,113760,46
02.09.2020,11:59:00,110779,115242,108169,113385,26
02.09.2020,12:00:00,109713,115264,107980,114840,21
02.09.2020,12:01:00,114585,115176,107916,113524,32
02.09.2020,12:02:00,109273,115296,108099,111659,51
02.09.2020,12:03:00,115113,115289,108033,111807,21
02.09.2020,12:04:00,109764,115153,108014,112373,96
02.09.2020,12:05:00,112612,115178,108061,109748,10
02.09.2020,12:06:00,109070,115292,107929,114492,61
02.09.2020,12:07:00,113545,115218,108472,109608,20
02.09.2020,12:08:00,108519,115190,107997,111773,84
02.09.2020,12:09:00,114714,115278,107979,112287,95
02.09.2020,12:10:00,112820,114933,108004,109419,83
02.09.2020,12:11:00,111755,115088,108103,109976,31
02.09.2020,12:12:00,110268,115168,108146,108207,50
02.09.2020,12:13:00,108354,115084,108144,109306,39
02.09.2020,12:14:00,114439,115282,107920,109748,95
02.09.2020,12:15:00,111473,115286,107951,111298,80
02.09.2020,12:16:00,110774,115224,108074,113847,36
02.09.2020,12:17:00,112690,114686,107999,108445,27
02.09.2020,12:18:00,113169,115241,108057,113496,9
02.09.2020,12:19:00,112407,115255,108041,109032,32
02.09.2020,12:20:00,108121,114979,107921,108651,70
02.09.2020,12:21:00,114155,115136,107948,109480,74
02.09.2020,12:22:00,114723,115271,107913,112563,65
02.09.2020,12:23:00,108338,115249,107949,110828,59
02.09.2020,12:24:00,114374,115258,108128,110444,13
02.09.2020,12:25:00,113615,115188,108330,114186,34
02.09.2020,12:26:00,115292,115292,107963,110033,55
02.09.2020,12:27:00,113622,115290,107938,115290,20
02.09.2020,12:28:00,112164,115256,107954,108742,42
02.09.2020,12:29:00,111843,115129,108146,109164,93
02.09.2020,12:30:00,115265,115265,107970,112158,6
02.09.2020,12:31:00,113947,114925,108007,108308,92
02.09.2020,12:32:00,108879,114972,107927,110170,17
02.09.2020,12:33:00,111744,115263,107900,115084,74
02.09.2020,12:34:00,108063,115269,108025,115119,85
02.09.2020,12:35:00,114353,115185,107968,112662,10
02.09.2020,12:36:00,109043,115090,108056,108334,58
02.09.2020,12:37:00,111149,115200,107931,108497,65
02.09.2020,12:38:00,110567,115178,108340,112332,47
02.09.2020,12:39:00,110627,115297,107911,110950,76
02.09.2020,12:40:00,114212,115286,108109,110422,52
02.09.2020,12:41:00,114160,115294,108031,109322,22
02.09.2020,12:42:00,111754,115135,108115,109270,18
02.09.2020,12:43:00,114596,115163,108052,108214,91
02.09.2020,12:44:00,110944,115296,107905,114107,72
02.09.2020,12:45:00,109600,114875,108285,114239,43
02.09.2020,12:46:00,109160,115279,107935,109535,19
02.09.2020,12:47:00,114077,115226,107951,108460,43
02.09.2020,12:48:00,114370,115211,107957,109493,85
02.09.2020,12:49:00,113124,115241,107953,110668,67
02.09.2020,12:50:00,108954,115140,107948,107948,46
02.09.2020,12:51:00,112920,115240,107954,108209,2
02.09.2020,12:52:00,109208,115254,107978,108873,63
02.09.2020,12:53:00,110385,114899,108081,112938,32
02.09.2020,12:54:00,111212,115249,108408,115075,43
02.09.2020,12:55:00,112305,115128,107904,114289,85
02.09.2020,12:56:00,114704,115278,108055,111332,27
02.09.2020,12:57:00,113422,115292,108614,111329,41
02.09.2020,12:58:00,113815,115145,107909,111739,64
02.09.2020,12:59:00,109523,115137,107900,114722,49
02.09.2020,13:00:00,114633,115076,107901,112737,35
02.09.2020,13:01:00,108700,114784,107912,112250,18
02.09.2020,13:02:00,111873,115188,107950,115051,67
02.09.2020,13:03:00,112160,115055,108129,112451,9
02.09.2020,13:04:00,110509,115221,107998,115094,34
02.09.2020,13:05:00,109808,115220,108186,109734,64
02.09.2020,13:06:00,110463,115119,107971,114321,4
02.09.2020,13:07:00,108200,115223,108017,110467,26
02.09.2020,13:08:00,112680,115243,108017,109508,57
02.09.2020,13:09:00,109495,115295,108063,108063,43
02.09.2020,13:10:00,113920,115250,107946,115250,6
02.09.2020,13:11:00,112464,115205,107978,112498,37
02.09.2020,13:12:00,112406,115242,108019,110882,84
02.09.2020,13:13:00,108092,115280,107944,110766,6
02.09.2020,13:14:00,112110,115271,107905,114946,95
02.09.2020,13:15:00,109777,115275,107984,115131,27
02.09.2020,13:16:00,112186,115292,107946,114946,30
02.09.2020,13:17:00,112355,115099,108017,110125,35
02.09.2020,13:18:00,109168,115263,107968,113064,59
02.09.2020,13:19:00,112073,115136,108147,113752,25
02.09.2020,13:20:00,110367,115171,108042,112526,12
02.09.2020,13:21:00,108309,115298,107977,114236,68
02.09.2020,13:22:00,114198,114850,107906,112748,8
02.09.2020,13:23:00,109774,115125,108045,110346,30
02.09.2020,13:24:00,111999,115184,108061,113933,91
02.09.2020,13:25:00,113766,115249,107948,111720,52
02.09.2020,13:26:00,111791,115006,107913,108035,88
02.09.2020,13:27:00,111419,115226,107940,108882,56
02.09.2020,13:28:00,110802,115206,108119,109835,93
02.09.2020,13:29:00,108525,115188,107947,108271,35
02.09.2020,13:30:00,114104,114935,107946,114150,30
02.09.2020,13:31:00,114018,114967,108287,112480,70
02.09.2020,13:32:00,114988,115098,107907,114242,74
02.09.2020,13:33:00,113409,115235,108011,108819,16
02.09.2020,13:34:00,110524,114885,108036,114213,45
02.09.2020,13:35:00,113598,115299,107946,112830,31
02.09.2020,13:36:00,110525,115061,107934,114522,3
02.09.2020,13:37:00,110955,115152,107965,111322,83
02.09.2020,13:38:00,114752,115211,107974,108887,20
02.09.2020,13:39:00,114176,115272,107914,107914,17
02.09.2020,13:40:00,108626,115052,108105,112004,21
02.09.2020,13:41:00,113829,115187,108026,114384,78
02.09.2020,13:42:00,108012,114839,107974,112865,3
02.09.2020,13:43:00,112353,115229,108275,112217,45
02.09.2020,13:44:00,114968,115181,107928,109741,14
02.09.2020,13:45:00,111029,115118,107980,113814,80
02.09.2020,13:46:00,109243,115252,107916,113949,57
02.09.2020,13:47:00,113562,115244,107946,110537,3
02.09.2020,13:48:00,112204,114985,107904,113812,70
02.09.2020,13:49:00,109152,114879,107925,108441,17
02.09.2020,13:50:00,108566,115251,107948,112954,22
02.09.2020,13:51:00,110311,115258,108043,114470,71
02.09.2020,13:52:00,110286,115294,107935,113651,15
02.09.2020,13:53:00,111301,115200,107962,109562,20
02.09.2020,13:54:00,108236,115003,107978,109191,89
02.09.2020,13:55:00,113654,115171,108026,109867,48
02.09.2020,13:56:00,114375,115292,107923,114300,58
02.09.2020,13:57:00,108686,115256,107928,112186,92
02.09.2020,13:58:00,110907,115204,107923,113090,28
02.09.2020,13:59:00,114366,114929,107999,109072,43
02.09.2020,14:00:00,112708,115289,108102,108876,56
02.09.2020,14:01:00,112434,115233,108076,114401,48
02.09.2020,14:02:00,109155,115191,107971,111043,96
02.09.2020,14:03:00,110285,115252,108061,108724,22
02.09.2020,14:04:00,113488,115212,108056,109038,66
02.09.2020,14:05:00,112723,114895,108303,111505,77
02.09.2020,14:06:00,111596,115188,108159,108159,35
02.09.2020,14:07:00,114886,115270,108043,113746,36
02.09.2020,14:08:00,108378,115158,107921,113359,79
02.09.2020,14:09:00,115141,115178,107942,113288,14
02.09.2020,14:10:00,110328,115266,108258,114361,4
02.09.2020,14:11:00,112108,114557,108058,109666,21
02.09.2020,14:12:00,114942,115278,108028,115114,39
02.09.2020,14:13:00,109704,114687,107930,108397,40
02.09.2020,14:14:00,108614,115284,107950,111720,39
02.09.2020,14:15:00,108786,115284,108085,112305,40
02.09.2020,14:17:00,108068,115286,108011,108073,77
02.09.2020,14:18:00,113724,115297,107965,109934,1
02.09.2020,14:19:00,109376,115190,108038,114159,72
02.09.2020,14:20:00,111168,114821,107920,114542,76
02.09.2020,14:21:00,111614,115287,107937,111093,67
02.09.2020,14:22:00,109403,115029,108049,108049,39
02.09.2020,14:23:00,113565,115148,107967,113021,63
02.09.2020,14:24:00,109126,115003,108082,112380,61
02.09.2020,14:25:00,112210,115295,108259,111667,92
02.09.2020,14:26:00,112976,115104,108134,109102,38
02.09.2020,14:27:00,112650,115101,107993,107993,95
02.09.2020,14:28:00,109724,115071,108083,112977,11
02.09.2020,14:29:00,113460,115228,107989,109577,35
02.09.2020,14:30:00,109151,115246,108038,108038,23
02.09.2020,14:31:00,109944,114826,107962,114369,44
02.09.2020,14:32:00,111967,115226,108207,109274,53
02.09.2020,14:33:00,114463,115297,108145,108184,75
02.09.2020,14:34:00,108256,115288,108081,110944,26
02.09.2020,14:35:00,109748,115081,107934,111054,21
02.09.2020,14:36:00,112237,115262,107927,108660,68
02.09.2020,14:37:00,112098,115111,107949,110677,7
02.09.2020,14:38:00,112064,115274,107998,108671,62
02.09.2020,14:39:00,115278,115278,108144,108594,63
02.09.2020,14:40:00,109745,115230,108222,114661,40
02.09.2020,14:41:00,113688,115059,107935,109481,64
02.09.2020,14:42:00,113818,115294,107966,113676,16
02.09.2020,14:43:00,109099,115195,108043,114111,36
02.09.2020,14:44:00,108129,115288,108106,114658,61
02.09.2020,14:45:00,113997,115229,107986,108340,20
02.09.2020,14:46:00,109873,115153,107917,114022,67
02.09.2020,14:47:00,112951,115205,107909,114733,71
02.09.2020,14:48:00,114664,115253,107965,114466,90
